product_id,sku,product_name,category,brand,unit_price,unit_cost,created_at,is_active,deleted_at
860,SKU-A3JCWY34IX,Nexo toys T32V,toys,Nexo,204.87,108.0,2023-12-01T20:30:15,1,
861,SKU-R6XT0JAVI1,Senda office NF8S,office,Senda,400.85,256.84,2024-11-21T18:19:51,1,
862,SKU-QL66YQL787,Orion toys ONM4,toys,Orion,60.1,49.79,2025-07-09T10:06:32,1,
863,SKU-Z2PQQZ1C9W,Orion toys EZR1,toys,Orion,271.16,144.1,2024-08-12T02:18:52,1,
864,SKU-P6GRS5GZMN,Andes books MCX2,books,Andes,307.45,224.15,2025-07-07T00:42:19,1,
865,SKU-Q35OKDU8HW,Andes office 3NHK,office,Andes,117.67,65.41,2023-04-15T15:52:04,1,
866,SKU-DD4WB1NBO4,Andes books OSHS,books,Andes,198.5,132.68,2025-11-12T10:41:08,1,
867,SKU-1LMUEHKTHX,Luna automotive IPUL,automotive,Luna,482.31,324.16,2025-03-30T18:41:38,1,
868,SKU-ZL0H5EKYJI,Nexo automotive 7BNK,automotive,Nexo,267.35,213.87,2024-09-19T08:05:55,1,
869,SKU-RWQYGFR2LW,Mares beauty R4J1,beauty,Mares,220.62,133.28,2025-07-04T21:49:36,1,
870,SKU-AUVX2ANGOV,Aurea books D5VN,books,Aurea,141.89,66.54,2023-04-03T10:19:27,1,
871,SKU-4IEKSSEZST,Senda toys B1DC,toys,Senda,118.79,99.75,2023-09-22T01:21:28,1,
872,SKU-J6ATXKA7TA,Nova books 0ZBH,books,Nova,19.34,9.79,2025-06-25T01:53:00,1,
873,SKU-ZGXAR17QMB,Senda electronics EQA6,electronics,Senda,469.14,195.07,2023-05-02T18:55:18,1,
874,SKU-C2BIPQ1G1M,Nexo office 5S8H,office,Nexo,180.66,117.26,2024-12-05T13:43:36,1,
875,SKU-9HGD1PJKOQ,Nova electronics 6OP1,electronics,Nova,124.2,51.35,2025-05-29T16:41:51,1,
876,SKU-2BOYDXZVLJ,Aurea grocery M1A2,grocery,Aurea,489.51,243.36,2026-02-05T06:55:13,1,
877,SKU-I6EEXZGHDA,Mares automotive BE6V,automotive,Mares,353.2,142.06,2025-09-24T17:15:54,1,
878,SKU-HTUH6GNAWO,Pampa books 8EXU,books,Pampa,198.3,130.61,2024-07-03T01:46:37,1,
879,SKU-FSFMTDBPWI,Nexo toys 8BTU,toys,Nexo,186.82,153.91,2024-05-19T05:56:31,1,
880,SKU-04VPIVTNT5,Andes toys CBH9,toys,Andes,166.89,108.43,2023-08-13T06:42:12,1,
881,SKU-NIIYEA442X,Krypton beauty SOFP,beauty,Krypton,55.67,37.85,2023-08-04T15:14:56,1,
882,SKU-6UL5P9UFIK,Aurea home B5BR,home,Aurea,259.4,198.0,2025-02-03T04:48:05,1,
883,SKU-QB74SBXZQO,Senda grocery E8XI,grocery,Senda,402.91,289.96,2023-06-20T19:41:15,1,
884,SKU-Z9MJHHB02L,Luna home 0SPL,home,Luna,229.95,104.46,2025-10-13T18:05:16,1,
885,SKU-U5I6N9W8V4,Andes automotive 62R1,automotive,Andes,102.91,68.53,2024-01-10T18:40:58,1,
886,SKU-4N43FLOW59,Nexo automotive SPYV,automotive,Nexo,372.92,222.23,2025-11-22T02:04:26,1,
887,SKU-T5NHQQGX6V,Aurea books KW64,books,Aurea,179.94,90.99,2023-10-26T10:52:55,1,
888,SKU-WGI10YX09U,Senda grocery 9D3M,grocery,Senda,111.01,55.7,2024-11-13T15:41:51,1,
889,SKU-Q9KNXCBZIW,Pampa beauty UL3J,beauty,Pampa,370.21,310.52,2023-12-01T11:12:17,1,
890,SKU-QSDRDD5APL,Pampa books ZCAY,books,Pampa,370.4,224.13,2024-07-08T05:31:48,1,
891,SKU-Q1PG1GJQEL,Nova grocery NTIW,grocery,Nova,475.77,260.11,2025-09-01T00:50:17,1,
892,SKU-SX4Q533RNE,Aurea grocery GQME,grocery,Aurea,245.26,137.57,2025-06-11T22:21:21,1,
893,SKU-R0JRTIFOQ9,Nova grocery Q2XD,grocery,Nova,195.19,83.01,2026-02-02T04:42:23,1,
894,SKU-1BINUX5129,Pampa sports DZSH,sports,Pampa,51.76,20.73,2024-02-24T20:46:44,1,
895,SKU-FXB5TVLJNV,Luna grocery PP8V,grocery,Luna,40.37,18.29,2024-01-23T11:04:35,1,
896,SKU-49DT59AQNW,Krypton toys 7BEF,toys,Krypton,245.17,129.13,2025-07-16T23:18:57,1,
897,SKU-PIIA35XHFK,Mares fashion TOX1,fashion,Mares,185.63,103.77,2023-03-21T09:21:00,1,
898,SKU-OU81X92870,Senda grocery 8IX5,grocery,Senda,433.71,230.58,2023-09-08T11:35:04,1,
899,SKU-06WJY3FFGC,Andes books C0YI,books,Andes,81.44,62.07,2026-01-03T05:59:32,1,
900,SKU-DSG5YDPV5Y,Nova beauty ZFD1,beauty,Nova,83.61,48.97,2025-04-10T18:44:48,1,
901,SKU-W9TCX46CWZ,Pampa home USVW,home,Pampa,81.5,50.79,2025-02-24T20:49:45,1,
902,SKU-PB425F2JT4,Aurea grocery 6RAA,grocery,Aurea,20.62,13.64,2025-04-05T00:45:46,1,
903,SKU-QBKSJG7US0,Luna home 7JSH,home,Luna,18.62,8.6,2025-01-14T15:25:46,0,2025-11-19T15:25:46
904,SKU-IUJEYURBJO,Krypton books CJB7,books,Krypton,485.84,208.66,2023-02-02T15:30:30,1,
905,SKU-N1OOAH4X95,Aurea beauty MCVV,beauty,Aurea,100.92,43.82,2023-06-17T04:20:28,1,
906,SKU-MK67OEDAPX,Orion electronics NI8G,electronics,Orion,211.89,85.8,2024-05-11T12:03:20,1,
907,SKU-011CT8TKMN,Krypton toys 4F1Y,toys,Krypton,94.92,76.74,2024-11-09T18:58:18,1,
908,SKU-7PVXX0485N,Luna sports NN20,sports,Luna,139.26,115.82,2025-09-02T02:33:22,1,
909,SKU-4N9OKR3EEZ,Aurea grocery NI4I,grocery,Aurea,402.0,316.21,2023-05-21T23:20:31,1,
910,SKU-BAKWU1FRVD,Andes sports 52KF,sports,Andes,482.83,239.41,2025-08-25T18:23:07,1,
911,SKU-PJLD6U1NUB,Aurea automotive X1V2,automotive,Aurea,317.61,180.55,2025-04-13T09:29:41,1,
912,SKU-BS0LQFFERW,Andes office 4M09,office,Andes,364.73,264.81,2025-04-01T00:07:41,1,
913,SKU-RPTK4OX860,Nova grocery DKA4,grocery,Nova,384.29,178.47,2024-11-19T16:39:20,1,
914,SKU-DZO9L8DYZD,Orion office 2QCO,office,Orion,268.75,219.1,2023-07-30T08:49:01,1,
915,SKU-87CMN9Z1JP,Andes automotive LAME,automotive,Andes,194.57,121.12,2023-06-02T06:59:00,1,
916,SKU-2524SNRG5Y,Krypton books DC5V,books,Krypton,92.42,49.8,2025-08-22T13:14:14,1,
917,SKU-0N3JPFLIBJ,Mares toys 032E,toys,Mares,344.37,262.47,2026-01-22T10:13:26,1,
918,SKU-E65AG2VLKM,Nexo beauty ZVON,beauty,Nexo,290.95,199.08,2026-01-13T13:51:04,1,
919,SKU-I9A137MDA3,Luna fashion Z2UK,fashion,Luna,11.2,6.51,2023-07-01T22:38:02,1,
920,SKU-2E6X51K1HG,Aurea home QZ4A,home,Aurea,85.21,46.77,2023-04-12T15:41:04,1,
921,SKU-PJNDPWOM1V,Aurea automotive QKEF,automotive,Aurea,178.01,133.58,2025-10-01T18:52:25,1,
922,SKU-Q9DT93KSU7,Nova electronics PKTA,electronics,Nova,180.6,86.8,2024-03-07T05:24:35,1,
923,SKU-IDZGKFNG76,Pampa home EJBH,home,Pampa,291.11,232.48,2023-09-19T16:57:04,1,
924,SKU-49NEEI2TPD,Pampa automotive 2ANX,automotive,Pampa,443.66,348.97,2024-02-09T05:18:59,1,
925,SKU-5R3LLMN77I,Luna books IC9V,books,Luna,32.66,24.68,2024-08-13T03:59:25,1,
926,SKU-Q3OJJALRU9,Mares home KWOT,home,Mares,322.46,146.85,2024-06-30T21:33:14,1,
927,SKU-UF738BR96A,Nova sports H5CK,sports,Nova,15.28,10.89,2024-10-08T22:52:09,1,
928,SKU-357IZQ7AJJ,Senda electronics B04B,electronics,Senda,31.21,24.19,2024-08-08T12:56:28,1,
929,SKU-V2VPDK9XTH,Krypton automotive HJX2,automotive,Krypton,442.25,202.94,2024-04-21T10:00:28,1,
930,SKU-JQSCO8Q7PB,Nova sports 9HTV,sports,Nova,443.1,238.66,2023-10-25T14:55:34,1,
931,SKU-3J1YUTSY11,Mares sports K7D1,sports,Mares,213.36,94.57,2025-11-22T22:42:15,1,
932,SKU-FEICOJBDV5,Krypton grocery I58L,grocery,Krypton,197.04,127.03,2024-06-01T18:40:49,1,
933,SKU-IV8Q3BEEDS,Luna home OX55,home,Luna,411.7,290.27,2024-07-16T01:16:46,1,
934,SKU-BZL97RRDOB,Krypton office AHNS,office,Krypton,274.22,175.05,2024-04-15T11:40:37,1,
935,SKU-95EY8UQ6AJ,Pampa books OMEE,books,Pampa,354.28,194.58,2025-07-31T22:32:52,1,
936,SKU-M96TAJSA78,Andes fashion CQBK,fashion,Andes,391.42,323.07,2025-08-15T18:01:13,1,
937,SKU-6C9FJJFTF8,Orion grocery 3X0E,grocery,Orion,23.54,16.47,2024-06-10T20:06:26,1,
938,SKU-K2JHOZHTJ3,Nova automotive 3OHZ,automotive,Nova,250.46,135.94,2024-12-07T03:16:12,1,
939,SKU-A45IWTE6T6,Senda beauty D3T2,beauty,Senda,387.42,171.44,2025-04-22T20:06:02,1,
940,SKU-GZODA3QD6I,Aurea grocery 8MSQ,grocery,Aurea,240.56,201.16,2024-10-13T02:33:33,1,
941,SKU-BDV9CU5SI7,Orion beauty XM48,beauty,Orion,121.14,49.77,2025-05-06T16:55:47,1,
942,SKU-JVHS5FN5PV,Krypton beauty 1WTU,beauty,Krypton,359.45,265.89,2025-10-05T13:43:41,1,
943,SKU-70FISJGTJ0,Nova home QBVW,home,Nova,458.26,290.24,2025-08-13T02:53:45,1,
944,SKU-2UOEAZHUYQ,Aurea beauty V2RN,beauty,Aurea,156.13,94.67,2024-01-21T22:20:40,1,
945,SKU-CK4KZ9KJ7M,Luna home CPBJ,home,Luna,32.91,14.19,2025-06-05T08:38:58,1,
946,SKU-COD5NT5LK2,Andes grocery PR9A,grocery,Andes,421.23,314.2,2024-05-16T19:47:52,1,
947,SKU-S7ALPMJCT0,Nexo sports 36JW,sports,Nexo,444.97,298.11,2025-02-02T19:46:30,1,
948,SKU-F3IPOS45ZS,Aurea home 5OZU,home,Aurea,25.49,12.68,2024-04-07T10:35:37,1,
949,SKU-THP6QT24FT,Aurea office 8OW9,office,Aurea,24.47,13.21,2023-08-13T03:45:49,1,
950,SKU-5ODME13WSM,Pampa electronics A78H,electronics,Pampa,27.83,13.05,2024-01-14T15:00:27,1,
951,SKU-F13WWFYILM,Andes automotive 28PQ,automotive,Andes,275.66,170.46,2025-05-15T13:46:44,1,
952,SKU-K78H8TJPZX,Nexo office ZUIC,office,Nexo,117.66,67.9,2024-10-25T23:06:35,1,
953,SKU-0SC7XW8UZY,Nova automotive KLPT,automotive,Nova,135.47,64.86,2024-08-15T13:58:56,1,
954,SKU-6R3216ZP9T,Senda sports Z8GD,sports,Senda,460.3,378.02,2023-01-29T04:33:19,1,
955,SKU-1DDO8TIOUH,Nexo beauty 0F2G,beauty,Nexo,133.23,83.51,2023-07-04T01:39:32,1,
956,SKU-ZJL1RF64DH,Nexo electronics BF02,electronics,Nexo,59.95,48.93,2025-12-10T10:58:00,1,
957,SKU-A2YC32R6WT,Aurea home WOR4,home,Aurea,43.72,22.38,2025-06-20T00:46:55,1,
958,SKU-N68Y64U8WM,Orion toys TA5Q,toys,Orion,224.42,168.89,2023-04-11T13:48:03,1,
959,SKU-WU05R03B3D,Senda electronics RLKI,electronics,Senda,350.6,190.44,2025-09-19T17:41:44,1,
960,SKU-KQGIMKLGWY,Luna automotive RYBD,automotive,Luna,329.7,166.34,2023-12-09T22:50:23,1,
961,SKU-Q9HGEUEMDP,Nova sports 8YC6,sports,Nova,244.71,145.96,2023-04-19T18:43:05,1,
962,SKU-N1C9RUURXF,Andes fashion FRXV,fashion,Andes,278.83,215.5,2023-08-18T22:24:32,1,
963,SKU-EQXA12J9V5,Mares automotive 4DNJ,automotive,Mares,165.99,123.36,2024-05-14T08:40:36,1,
964,SKU-2CXHFYOMRZ,Pampa office 7LXD,office,Pampa,450.61,182.58,2023-01-06T03:47:56,1,
965,SKU-R2UE4K8816,Krypton home PBB2,home,Krypton,198.46,155.58,2025-12-21T10:27:48,1,
966,SKU-I3U0X56XRG,Pampa grocery 3IN9,grocery,Pampa,147.07,78.18,2024-04-25T21:04:39,1,
967,SKU-OUWEPVNUNO,Mares office KUF6,office,Mares,281.82,234.83,2025-06-04T03:22:16,1,
968,SKU-HU2HIFJ4FX,Mares fashion 2MUD,fashion,Mares,294.75,181.01,2025-12-07T15:48:17,1,
969,SKU-I7I77E8KRQ,Nexo electronics U0ZE,electronics,Nexo,142.85,68.42,2025-09-14T06:59:24,1,
970,SKU-OULHLAL6XK,Senda books ALJT,books,Senda,45.46,29.08,2024-11-21T23:10:56,1,
971,SKU-9G0PIFYWSP,Nova grocery MMB0,grocery,Nova,333.0,276.62,2023-04-14T05:27:11,1,
972,SKU-VVKDFDBI1T,Nexo grocery 4K4U,grocery,Nexo,101.45,74.73,2025-04-07T05:06:09,1,
973,SKU-SBWDSRNTX3,Mares beauty EKJS,beauty,Mares,45.93,38.89,2025-02-08T12:38:30,1,
974,SKU-Y75QLTDAN5,Pampa sports F2F3,sports,Pampa,19.71,9.17,2023-10-14T03:09:37,1,
975,SKU-GPGEEHIVC2,Andes sports 6I1C,sports,Andes,279.35,143.86,2026-02-05T11:08:15,1,
976,SKU-8QLY84EUAE,Mares office GE0Y,office,Mares,241.97,176.25,2025-09-14T02:56:03,1,
977,SKU-YID47KKBF8,Luna home KVEM,home,Luna,263.44,143.5,2023-01-26T15:13:36,1,
978,SKU-CINFJG6JJX,Mares beauty V7G1,beauty,Mares,385.39,220.93,2023-09-15T01:30:26,1,
979,SKU-RLNTFRX6B2,Krypton home U1R1,home,Krypton,350.74,254.64,2025-03-10T03:28:52,1,
980,SKU-FYOF3E5G9I,Aurea electronics 0T9L,electronics,Aurea,167.4,126.77,2023-07-29T23:02:52,1,
981,SKU-0RXDSL0R2W,Krypton grocery HBF9,grocery,Krypton,84.22,52.35,2023-12-06T20:23:47,1,
982,SKU-ND1WLASJRP,Nexo grocery OAGI,grocery,Nexo,350.96,177.69,2024-02-02T13:00:18,1,
983,SKU-QVSB3I1MK2,Luna beauty MMK5,beauty,Luna,381.1,185.47,2023-11-26T11:16:35,1,
984,SKU-D7BYGDI5IV,Pampa home FSAU,home,Pampa,134.5,77.03,2024-01-06T02:30:40,1,
985,SKU-6NBMJ14QJL,Luna fashion XMH1,fashion,Luna,387.58,161.87,2024-06-14T00:30:59,1,
986,SKU-L92VOXZ442,Orion sports 3338,sports,Orion,76.53,52.52,2023-02-24T21:59:35,1,
987,SKU-5VZ12OVTGG,Aurea home JMO9,home,Aurea,345.18,212.02,2025-06-10T10:51:43,1,
988,SKU-1EFUIMVC1N,Nexo office YTC7,office,Nexo,280.15,113.3,2024-12-04T10:28:01,1,
989,SKU-JNHD3TEFZO,Andes books 5HNF,books,Andes,481.42,306.89,2024-12-21T02:57:28,1,
990,SKU-RU24DOUL1N,Mares toys FYK5,toys,Mares,31.84,19.39,2024-06-17T07:37:39,1,
991,SKU-MWTGFPI1I0,Nexo automotive JQWB,automotive,Nexo,459.79,390.15,2026-02-02T15:04:53,1,
992,SKU-Z1ACAWE2MJ,Pampa electronics 88D8,electronics,Pampa,369.77,278.15,2023-08-28T18:54:59,1,
993,SKU-7TEOJ0CEHK,Senda books 0DUS,books,Senda,47.9,39.73,2023-09-22T20:06:57,1,
994,SKU-R3SJGRUH4H,Andes electronics 3PG4,electronics,Andes,200.12,122.74,2024-05-31T04:48:46,1,
995,SKU-F4GK3DECBH,Andes office UL79,office,Andes,378.23,231.67,2024-12-06T18:40:08,1,
996,SKU-0K6P9SGTP6,Krypton automotive IHL2,automotive,Krypton,267.69,156.92,2023-04-05T13:22:06,1,
997,SKU-9DVC88L5V2,Luna office VVUY,office,Luna,464.61,274.45,2024-01-27T07:14:12,1,
998,SKU-KUC3D9LWHE,Aurea toys TOWQ,toys,Aurea,113.65,58.17,2023-12-04T04:06:09,1,
999,SKU-1GQ5KBKPF2,Orion books FPVC,books,Orion,474.25,191.53,2025-05-22T11:08:08,1,
1000,SKU-PTWAV4WE1J,Orion home PQWO,home,Orion,134.3,104.04,2024-03-14T13:05:20,1,
1001,SKU-R483NP3G2A,Senda sports OGH3,sports,Senda,404.78,299.58,2024-01-13T10:56:29,1,
1002,SKU-NB8FEF6SGN,Mares sports OALA,sports,Mares,117.8,74.62,2023-01-23T06:44:19,1,
1003,SKU-1TJIV2832B,Aurea sports E4B6,sports,Aurea,465.49,360.75,2023-08-08T02:40:08,1,
1004,SKU-ZLEME0GSGB,Aurea toys 0WJ4,toys,Aurea,13.39,6.4,2023-06-17T15:29:24,1,
1005,SKU-T7B6ULTRE0,Nexo fashion 9UFU,fashion,Nexo,340.63,146.23,2023-10-09T22:55:02,1,
1006,SKU-B6MHQOEQ5N,Luna beauty J5U4,beauty,Luna,189.38,75.99,2025-01-01T23:53:55,1,
1007,SKU-VKU0JEV6K6,Andes beauty TL83,beauty,Andes,138.69,91.17,2023-01-06T01:51:35,1,
1008,SKU-O3F4YRG6UX,Orion fashion C929,fashion,Orion,142.37,73.59,2023-05-19T17:01:30,1,
1009,SKU-QHEPTL8ARH,Nexo beauty 8WBU,beauty,Nexo,68.3,42.51,2024-06-21T02:52:11,1,
1010,SKU-IZ2GK2ULNB,Senda sports 8OUS,sports,Senda,288.24,232.72,2025-12-30T19:18:23,1,
1011,SKU-7WHEKZ46XD,Pampa books KL25,books,Pampa,331.91,176.02,2025-11-30T19:14:36,1,
1012,SKU-3CQIFB1A8S,Mares fashion 4SIX,fashion,Mares,409.78,331.67,2024-01-03T04:49:06,1,
1013,SKU-11LYWW1FCC,Nexo beauty 8T0G,beauty,Nexo,18.21,14.34,2023-06-16T20:23:23,1,
1014,SKU-RPUESCLBGW,Nexo home UOA6,home,Nexo,234.75,186.64,2024-08-03T22:35:13,1,
1015,SKU-Z6OVHC2OA9,Andes electronics 9ZX7,electronics,Andes,200.57,113.66,2023-04-22T05:54:58,1,
1016,SKU-J5Y2XK8LBE,Nova electronics LY8J,electronics,Nova,249.21,135.83,2023-06-01T09:03:00,1,
1017,SKU-2LV8NEWZCK,Luna electronics CKRO,electronics,Luna,32.31,24.78,2026-01-02T09:52:14,1,
1018,SKU-9NJD35RVMZ,Senda books 34UQ,books,Senda,95.12,40.96,2025-05-16T18:26:35,1,
1019,SKU-QPZZVBSEQW,Mares books HKWQ,books,Mares,397.83,231.12,2023-11-05T21:35:56,1,
1020,SKU-VMRKX9B7PK,Nexo fashion NXIQ,fashion,Nexo,485.96,343.24,2024-11-06T01:23:01,1,
1021,SKU-8UL3HT79DY,Nova toys OLLL,toys,Nova,156.05,74.68,2023-02-06T19:50:54,1,
1022,SKU-KW1OZUZ8XI,Mares electronics 7C36,electronics,Mares,231.58,186.02,2023-09-12T22:46:37,1,
1023,SKU-6OEBZO7XUB,Pampa toys 8LRU,toys,Pampa,201.08,102.66,2024-10-29T05:03:00,1,
1024,SKU-WIDNJG0RUA,Mares toys Q509,toys,Mares,367.4,151.93,2025-03-28T04:03:22,1,
1025,SKU-8DFNEZIQ5U,Luna sports V33S,sports,Luna,21.05,9.47,2025-11-16T22:01:36,1,
1026,SKU-FYXAXLHMBR,Andes sports Y3OX,sports,Andes,339.57,262.82,2023-09-01T04:50:09,1,
1027,SKU-26UA7UNWXT,Senda grocery 8QMW,grocery,Senda,203.07,113.71,2024-01-15T22:34:14,1,
1028,SKU-FGH9BIGEC0,Andes automotive 3D5C,automotive,Andes,398.9,310.48,2023-09-06T18:17:54,1,
1029,SKU-4ECBWHSWB6,Senda toys XIAS,toys,Senda,257.9,184.23,2024-04-20T10:28:58,1,
1030,SKU-KWXLN2W5YK,Senda electronics HY3K,electronics,Senda,284.72,127.07,2023-11-13T15:11:10,1,
1031,SKU-2OBV7TH53E,Krypton home 1LPF,home,Krypton,203.31,133.98,2025-12-22T19:45:36,1,
1032,SKU-2SZN3SMVYG,Krypton books F4NB,books,Krypton,298.48,203.39,2025-01-28T10:16:21,1,
1033,SKU-XK7GVTNEAR,Senda beauty NJR6,beauty,Senda,380.95,205.33,2026-01-07T12:50:25,1,
1034,SKU-BPESGUYUZX,Luna home T3S0,home,Luna,95.41,47.8,2024-09-27T13:56:37,1,
1035,SKU-9YYL8I24Z0,Aurea books LZMD,books,Aurea,50.61,37.84,2023-06-24T10:53:26,1,
1036,SKU-V56I2ZBDZ9,Senda electronics 5GIZ,electronics,Senda,46.02,26.55,2024-04-25T00:45:34,1,
1037,SKU-E9YQ1INWPJ,Andes automotive BLTG,automotive,Andes,167.19,126.87,2024-06-12T12:28:02,1,
1038,SKU-GO0893VCC8,Krypton toys B1PU,toys,Krypton,184.05,104.65,2023-12-11T11:41:18,1,
1039,SKU-GV8NNR1VC6,Pampa automotive DPSO,automotive,Pampa,202.2,99.55,2024-10-09T15:52:49,1,
1040,SKU-BJDEWCGUTT,Senda office 2N9P,office,Senda,233.77,168.95,2024-02-18T00:17:53,1,
1041,SKU-1C3PUB9NAR,Nexo beauty RRYW,beauty,Nexo,406.87,258.91,2025-05-08T19:25:22,1,
1042,SKU-XCLFJYXP4O,Senda grocery RKYH,grocery,Senda,239.7,142.95,2024-07-23T20:03:47,1,
1043,SKU-VMX9OQUXDR,Pampa sports BCWX,sports,Pampa,257.22,131.68,2024-05-20T11:30:30,1,
1044,SKU-OPGJ3F598F,Orion home N8FP,home,Orion,310.96,253.61,2024-11-23T22:49:06,1,
1045,SKU-90SKG5AJ36,Andes fashion IR2E,fashion,Andes,366.51,192.84,2023-07-21T11:36:19,1,
1046,SKU-C5V89XNLXP,Senda grocery FMBI,grocery,Senda,307.0,184.78,2024-11-26T05:27:38,1,
1047,SKU-SF181YL3I2,Krypton sports DZAE,sports,Krypton,201.98,140.24,2025-05-09T20:12:42,1,
1048,SKU-CCNOB9DEVF,Nexo grocery WV9Y,grocery,Nexo,97.69,55.8,2023-01-11T07:53:07,1,
1049,SKU-D4JRFAPQAJ,Aurea fashion 7RYE,fashion,Aurea,138.1,112.91,2025-06-08T23:43:40,1,
1050,SKU-FT63MVZFWB,Nova automotive 8ZV2,automotive,Nova,56.79,44.06,2024-01-17T18:23:25,1,
1051,SKU-L3EG4DN0R6,Nova automotive ZBYW,automotive,Nova,118.94,59.29,2025-08-07T14:33:21,1,
1052,SKU-F9GNMMNCOY,Pampa grocery I2SE,grocery,Pampa,330.29,195.04,2024-03-21T15:15:51,1,
1053,SKU-UDCZIUICOC,Aurea fashion 1FXB,fashion,Aurea,492.65,312.03,2024-06-11T01:46:41,1,
1054,SKU-R401YUFVGB,Senda beauty AS35,beauty,Senda,204.54,109.67,2023-08-13T04:18:55,1,
1055,SKU-NGS9PYFWXU,Aurea fashion BL07,fashion,Aurea,117.14,67.95,2024-04-14T22:41:46,1,
1056,SKU-YZ07OCVLDL,Senda beauty 28P7,beauty,Senda,176.83,91.57,2025-09-22T02:56:16,1,
1057,SKU-8XY1NIQ8OK,Krypton fashion W2GZ,fashion,Krypton,392.31,157.09,2023-08-30T23:56:35,1,
1058,SKU-JR5P7XBQ9Y,Luna office H5J9,office,Luna,310.31,124.98,2025-11-10T09:58:28,1,
1059,SKU-36IDKGUORV,Nova electronics FSID,electronics,Nova,463.71,336.27,2023-10-23T10:14:16,1,
1060,SKU-NJPOKUN692,Luna beauty ZRDE,beauty,Luna,416.71,187.48,2025-05-23T20:16:42,1,
1061,SKU-5RCS99XW0O,Luna fashion Y4VN,fashion,Luna,212.91,149.45,2024-01-22T04:13:12,1,
1062,SKU-U1RD6V7K4Z,Luna fashion XURW,fashion,Luna,419.84,329.97,2025-09-18T09:03:40,1,
1063,SKU-0X1ONFMGEB,Pampa home 03ZP,home,Pampa,7.35,4.66,2025-01-26T00:44:40,1,
1064,SKU-OB2YCCGY7C,Mares grocery 04YX,grocery,Mares,72.44,41.56,2023-02-26T14:29:31,1,
1065,SKU-5VGJNYC0FS,Aurea toys TTF0,toys,Aurea,472.23,382.03,2023-05-15T01:33:05,1,
1066,SKU-FZF93ITPV2,Mares toys 95Y9,toys,Mares,446.69,338.98,2025-08-07T09:03:24,1,
1067,SKU-UA0E8VJK6B,Krypton office BIXZ,office,Krypton,329.78,205.96,2024-04-30T10:09:16,1,
1068,SKU-ICKC3S2KWG,Luna grocery P35I,grocery,Luna,212.4,111.31,2023-03-13T10:31:55,1,
1069,SKU-13JT9UBEOD,Krypton books 80E4,books,Krypton,226.5,99.95,2023-11-27T22:29:15,1,
1070,SKU-XI8QPJT7K2,Orion beauty F1O2,beauty,Orion,108.06,49.27,2025-01-22T13:16:43,1,
1071,SKU-PU044GNKAN,Luna automotive HGAH,automotive,Luna,134.5,59.83,2023-10-04T09:03:22,1,
1072,SKU-SVC5YQDC47,Orion beauty VQU4,beauty,Orion,170.0,72.07,2023-09-21T13:01:20,1,
1073,SKU-E7T536GAXK,Andes sports OH5R,sports,Andes,226.21,111.98,2025-03-27T11:25:34,1,
1074,SKU-3VIUSI75SM,Pampa office P5BB,office,Pampa,274.72,200.69,2024-08-19T15:20:31,1,
1075,SKU-GH3FBKDQ0Y,Aurea grocery JK3M,grocery,Aurea,257.21,134.45,2023-02-03T18:54:25,1,
1076,SKU-K6Q0GB6VYM,Nexo fashion Q8DL,fashion,Nexo,218.35,166.11,2025-04-20T12:16:57,1,
1077,SKU-OBGBIM5JRE,Nova grocery LLFQ,grocery,Nova,467.25,206.58,2024-05-17T03:01:37,1,
1078,SKU-TGXU4B93RK,Orion beauty EJVZ,beauty,Orion,306.93,173.2,2025-08-18T09:12:55,1,
1079,SKU-RP39RFW568,Orion electronics 9C38,electronics,Orion,114.4,89.91,2023-12-11T03:23:21,1,
1080,SKU-S5E7T8XDTO,Nexo fashion 1QIF,fashion,Nexo,422.73,216.31,2025-11-26T20:43:51,1,
1081,SKU-7YMXL2RJK6,Pampa home M7S1,home,Pampa,366.4,168.88,2023-05-14T08:40:45,1,
1082,SKU-7C7OD8NU0V,Senda sports YGDS,sports,Senda,315.21,134.12,2025-03-18T19:00:14,1,
1083,SKU-9HLOLRUSDC,Luna books FIPA,books,Luna,76.96,40.33,2023-05-17T06:03:56,1,
1084,SKU-ZZY7AQQYAZ,Pampa books 90TQ,books,Pampa,404.08,329.42,2026-01-09T04:04:06,1,
1085,SKU-3TIXOCOC8F,Krypton grocery 4KVE,grocery,Krypton,446.53,328.02,2024-05-18T11:05:12,1,
1086,SKU-M16WF0P2EV,Orion toys R233,toys,Orion,431.83,319.66,2024-10-23T17:08:20,1,
1087,SKU-102QC2A60O,Andes home VZJI,home,Andes,121.25,75.2,2025-12-31T12:56:26,1,
1088,SKU-AKRBQSRFQ2,Andes beauty 7XOB,beauty,Andes,178.84,111.75,2025-07-27T00:15:31,1,
1089,SKU-NL5WIHL1LE,Orion home BS35,home,Orion,222.24,147.25,2023-08-16T22:42:03,1,
1090,SKU-BJCVC7NFEY,Pampa office 3Z7F,office,Pampa,487.95,359.5,2025-07-26T10:29:21,1,
1091,SKU-CT7L4IMANF,Mares office UXQ0,office,Mares,71.81,59.54,2025-11-18T18:08:21,1,
1092,SKU-25485T0RY8,Aurea office 2YR8,office,Aurea,108.63,60.86,2024-06-11T21:32:12,1,
1093,SKU-SUXPTTPTH0,Nexo home K4OS,home,Nexo,256.75,163.45,2025-10-12T06:57:11,1,
